;x;y;z
G80_F_gbuv;0,085078454;-0,028156141;-0,105972882
G80_F_vbuv;0,089188718;-0,031878561;-0,102523782
G80_F_dm;0,148027616;-0,053412492;-0,08995382
G80_F_dldmv;0,171691244;-0,041055015;-0,182621407
G80_F_lm;0,179867329;-0,066417865;-0,120613529
H30_M_gt;0,26015562;-0,110860959;-0,16574002
H30_M_vb;0,099088181;-0,0355494;-0,127848135
H30_M_oe;0,065224695;-0,026554339;0,022034154
H30_M_ocele;-0,000199367;-0,01255127;0,120386341
H30_M_dm;0,192143094;-0,070583125;-0,159861686
H30_M_dldm;0,187514603;-0,058607183;-0,196951758
H30_M_oceld;0,008654824;-0,016463344;0,103630527
G38_M_gt;0,263793574;-0,115363806;-0,141387004
G38_M_vt_mud;0,169022505;-0,070750115;-0,101598516
G38_M_oe_mud;0,04917408;-0,015493349;0,010752549
G38_M_ocele;0,014513246;-0,008568554;0,093001212
G38_M_dm;0,197958618;-0,067048109;-0,156352655
G38_M_dldm;0,197373058;-0,056384822;-0,162883151
G38_M_oceld;0,012461306;-0,00870273;0,07874058
G38_M_od;0,049359662;-0,015493544;0,012005937
F56_M_gt;0,236889641;-0,098336592;-0,146455464
F56_M_vatrnj_mud;0,12491796;-0,044723835;-0,130253164
F56_M_ocele;0,017337419;-0,012315338;0,076814347
F56_M_oe;0,063207051;-0,014494755;0,002101045
F56_M_dm;0,181489262;-0,065905592;-0,135619054
F56_M_oceld_menut;0,040159444;-0,019421734;0,043242383
F56_M_od;0,050069218;-0,013112426;0,019201966
G54_F_gbuv;0,091686177;-0,030405724;-0,105966844
G54_F_vbuv;0,086088563;-0,029836398;-0,093872632
G54_F_dm;0,169809184;-0,066480395;-0,093631484
G54_F_dldg;0,246376762;-0,075631554;-0,207508341
G3_M_gbt_buv;0,079774643;-0,031941802;-0,042141951
G3_M_vbt_buv;0,075188155;-0,026240588;-0,053505405
G3_M_vbt_t;0,19122098;-0,077055059;-0,114208232
G3_M_gbt_t;0,197674281;-0,081094672;-0,112441454
G3_M_oe;-0,012048266;-0,010680103;0,098023842
G3_M_ocele;-0,009235825;-0,009643485;0,092660037
G3_M_dm;0,198352433;-0,070245501;-0,121180149
G3_M_dldm;0,137684539;-0,045474069;-0,114350909
G3_M_oceld;-0,018443845;-0,010505481;0,096499552
G3_M_od;-0,018450146;-0,009978299;0,114729067
