;x;y;z
Ll28_M_od;0,029332786;-0,021595543;0,079365495
Ll29_M_od;0,011499471;-0,016935167;0,140302138
Ll31_M_od;0,095046259;-0,027847692;0,016988794
LL34_M_od;0,103819665;-0,030322418;0,008809886
Ll35_M_od;-0,018528045;-0,013603984;0,168673144
Ll38_M_od;0,103150051;-0,036308438;0,001510084
Ll40_M_od;0,001981308;-0,01877124;0,145962389
Ll46_M_od;0,052487585;-0,02672833;0,037306005
Ll5_M_od;0,036071122;-0,018815583;0,101818325
Ll56_M_od;0,035236721;-0,026541506;0,093704311
Ll60_M_od;0,045728023;-0,027367859;0,06063108
Ll61_M_od;0,038903527;-0,019476342;0,024125988
Ll64_M_od;0,052292739;-0,016622819;0,103044134
Ll65_M_od;0,023124675;-0,023852333;0,090402971
Ll67_M_od;0,010943141;-0,015433945;0,125065124
Ll69_M_od;0,042738405;-0,017370283;0,060867263
Ll72_M_od;0,101706034;-0,031344665;0,057349633
Ll73_M_od;0,038453752;-0,028583179;0,075840797
Ll76_M_od;0,098590875;-0,038683808;-0,010093903
Ll77_M_od;0,056185713;-0,021506309;0,038943958
Ll78_M_od;0,086424026;-0,034305284;-0,001760453
Ll80_M_od;0,034705899;-0,016459551;0,070788141
Ll81_M_od;0,035593211;-0,017280858;0,084389211
Ll82_M_od;0,01510962;-0,015902201;0,111886024
Ll83_M_od;0,016835457;-0,017963095;0,084921324
Ll87_M_od;0,002205647;-0,019041542;0,098053791
Ll88_M_od;0,047888371;-0,024092331;0,070497797
Ll89_M_od;-0,009615066;-0,017108865;0,168524824
Ll9_M_od;0,065081923;-0,031859493;0,070261373
Ll93_M_od;-0,009835532;-0,01913376;0,156330023
Ll95_M_od;0,035045069;-0,016958344;0,069179861
Ll12_M_od;0,023077938;-0,020497098;0,084144491
Ll17_M_od;0,047336027;-0,024111987;0,118830765
Ll18_M_od;0,05157227;-0,024636372;0,078626292
Ll2_M_od;0,04917037;-0,024880167;0,080138116
Ll30_M_od;0,049342772;-0,021301184;0,057667263
Ll41_M_od;0,005588026;-0,019270392;0,106922917
Ll47_M_od;0,01923591;-0,019323322;0,12813747
Ll55_M_od;0,005238276;-0,019149433;0,133766561
Ll85_M_od;0,038757801;-0,02855498;0,109802218
Ll92_M_od;0,048087379;-0,026997256;0,073351272
Ll97_M_od;0,030347686;-0,015917445;0,136053102
Me15_M_od;0,039014563;-0,023867158;0,120900324
Me20_M_od;0,032960756;-0,023889446;0,141532041
Me78_M_od;0,019996899;-0,011890923;0,103493842
Me39_M_od;0,060082029;-0,018421589;0,10030019
Me81_M_od;0,037822447;-0,020621171;0,117423758
Me32_M_od;0,043889028;-0,025933443;0,028321692
Me52_M_od;0,042375375;-0,020383465;0,137081945
Me30_M_od;0,02313228;-0,012294701;0,108619348
Me42_M_od;0,042906151;-0,022855045;0,05448941
Me16_M_od;0,035295527;-0,01465284;0,109538683
Me90_M_od;0,015489304;-0,013248463;0,124591007
Me96_M_od;0,075824726;-0,030923888;0,037861165
Me46_M_od;0,03140553;-0,014944636;0,12934763
Me55_M_od;0,055486175;-0,019787109;0,07695899
Me94_M_od;0,038435382;-0,020295435;0,103621062
Me50_M_od_mud;0,063693935;-0,016333291;0,030340298
Me51_M_od;0,041458532;-0,018943853;0,053303071
Me13_M_od;0,07415051;-0,023357317;0,070416931
Me22_M_od;0,026472189;-0,02160405;0,110606827
Me45_M_od;0,058611732;-0,015377556;0,061046819
Me25_M_od;0,084887531;-0,020603538;0,004425648
Me27_M_od;0,003344223;-0,013999184;0,058307576
Me47_M_od;0,053979323;-0,015478726;0,098388578
Me44_M_od;-0,005517789;-0,01375785;0,09101058
Me83_M_od;0,044406182;-0,012827533;0,121198002
Me36_od;0,011889462;-0,008728699;0,11526595
Me75_M_od;0,065831687;-0,020108327;0,040482162
Me19_M_od;0,054793026;-0,022255456;0,108521051
Me53_M_od;0,058124308;-0,022675355;0,100052031
Me38_M_od;0,042893276;-0,017128462;0,100127719
Me58_M_od;0,079637832;-0,024543495;0,075719609
Me33_M_od;0,03450682;-0,016337231;0,073394263
Me84_M_od;0,027258895;-0,014097043;0,164576137
Me93_M_od;0,032620606;-0,017920234;0,097860497
Me77_M_od;0,062069372;-0,015432465;0,037254949
Me95_M_od;0,075272181;-0,025120948;0,072630013
Me5_M_od;0,056181102;-0,019128545;0,073712671
Me60_M_od;0,009876553;-0,014391523;0,110848697
Me43_M_od;0,057083521;-0,019374847;0,078500517
Me9_M_od;0,067494827;-0,018808739;0,038321776
Me66_M_od;0,063758967;-0,01838869;0,079972584
Aulo_M_B82_od;-0,008187015;-0,01879222;0,105448837
Aulo_M_E34_od;-0,029328844;-0,020762288;0,077507253
Aulo_M_E41_od;0,031538007;-0,018503641;0,070810929
Aulo_M_B87_od;-0,025951964;-0,019101686;0,099425628
Aulo_M_E62_od;-0,030167571;-0,015920308;0,076766991
Aulo_M_E76_od;0,004584938;-0,018499203;0,05805555
Aulo_M_A68_od;0,034715684;-0,018310164;0,048119407
Aulo_M_E66_od;-0,017869819;-0,016985132;0,071449626
Aulo_M_E28_od;-0,008553933;-0,027203377;0,082407535
Aulo_M_E47_od;-0,002998909;-0,017839129;0,140165743
Aulo_M_A37_od;0,003591507;-0,025172834;0,04194819
Aulo_M_E77_od;-0,032595803;-0,014925688;0,120567594
Aulo_M_E69_od;0,045476047;-0,030408753;0,007039843
Aulo_M_A82_od;-0,010542812;-0,017270714;0,099762951
Aulo_M_E30_od_mud;0,034790955;-0,018617011;0,040794218
Aulo_M_E92_od;0,009022651;-0,019313891;0,030510415
Aulo_M_A87_od;0,026642123;-0,028593459;0,082195468
Aulo_M_E88_od;-0,015134047;-0,023703789;0,090020592
Aulo_M_E81_od;-0,017574544;-0,015038999;0,100141095
Aulo_M_B6_od;0,022503224;-0,028524226;0,10032805
Aulo_M_E27_od;-0,012161652;-0,018915732;0,120522214
Aulo_M_A39_od;0,022357342;-0,013735273;0,051574636
Aulo_M_E59_od;-0,023807248;-0,016953986;0,066147518
Aulo_M_E52_od;-0,001402307;-0,023433686;0,101846825
Aulo_M_E74_od;-0,020739847;-0,014190962;0,105185298
Aulo_M_E55_od;-0,009395261;-0,016256815;0,103316084
Aulo_M_A84_od;0,015672453;-0,022307871;0,10867044
Aulo_M_E26_od;-0,022882337;-0,020528309;0,11376309
Aulo_M_A45_od;-0,014053993;-0,02006887;0,071908124
Aulo_M_E49_od;-0,014830488;-0,018210816;0,105033823
Penyagolosa_E26_Pmuralis_M_od;0,06922945;-0,027559914;0,008421391
Penyagolosa_E27_Pmuralis_M_od;0,041676704;-0,020835488;0,008474002
Penyagolosa_E48_Pmuralis_M_od;0,019719939;-0,022320505;0,035413482
Penyagolosa_E95_Pmuralis_M_od;-0,001724927;-0,01538319;0,044284597
Penyagolosa_B85_Pmuralis_m_od;0,003371935;-0,01048003;0,080165792
Penyagolosa_A74_Pmuralis_M_od;-0,003900398;-0,017152826;0,08755402
Penyagolosa_E96_Pmuralis_M_od;0,077558281;-0,028046301;0,001885896
Penyagolosa_D21_Pmuralis_M_od;0,041465245;-0,024064698;0,040699285
Penyagolosa_E55_Pmuralis_M_od;0,00202548;-0,011660207;0,058192286
Penyagolosa_B9_Pmuralis_m_od;-0,03058872;-0,014897368;0,102282058
Penyagolosa_E68_Pmuralis_M_od;-0,008310733;-0,014520202;0,068259606
Penyagolosa_E91_Pmuralis_M_od;0,042159073;-0,022542486;0,02509117
Penyagolosa_E86_Pmuralis_M_od;0,052974981;-0,021351412;0,088637818
Penyagolosa_E53_Pmuralis_M_od;0,000329782;-0,01318739;0,027149834
Penyagolosa_E69_Pmuralis_M_od;0,011055076;-0,013331649;0,010257323
Penyagolosa_E51_Pmuralis_M_od;0,027354105;-0,01694163;0,049279789
Penyagolosa_E29_Pmuralis_M_od;0,019507332;-0,018927433;0,069531401
Penyagolosa_E90_Pmuralis_M_od;0,026750521;-0,012229794;0,03265925
Penyagolosa_E92_Pmuralis_M_od;-0,022725218;-0,014350173;0,097517452
Penyagolosa_E40_Pmuralis_M_od;0,02522033;-0,020702713;0,056054847
Penyagolosa_D36_Pmuralis_M_od;-0,018868523;-0,015093985;0,119107482
Penyagolosa_E49_Pmuralis_M_od;0,008863983;-0,011623647;0,050474074
Penyagolosa_E23_Pmuralis_M_od;-0,004866637;-0,016884664;0,116368891
Penyagolosa_E62_Pmuralis_M_od;0,038392725;-0,022363869;-0,005828475
Penyagolosa_E22_Pmuralis_M_od;0,012746164;-0,009363319;0,044263545
Penyagolosa_E80_Pmuralis_M_od;0,038667902;-0,017503496;0,022711692
Penyagolosa_E77_Pmuralis_M_od;0,021278939;-0,019678062;0,058350403
Penyagolosa_E45_Pmuralis_M_od;0,030586064;-0,018125959;0,103197916
Penyagolosa_E44_Pmuralis_M_od;1,08E-05;-0,01405033;0,102284006
Penyagolosa_E59_Pmuralis_M_od;0,015540936;-0,016100679;0,033463917
Penyagolosa_E89_Pmuralis_M_od;0,040283338;-0,024221799;0,0605362
Penyagolosa_D6_Pmuralis_m_od;0,013684132;-0,016974106;0,068403468
Penyagolosa_E31_Pmuralis_M_od;0,029239582;-0,020561684;0,041216946
Penyagolosa_E79_Pmuralis_M_od;0,028957155;-0,021116079;0,078808401
Pinarra_M_F65_od;0,044120258;-0,024125548;0,080090972
Pinarra_M_A49_od;0,004242716;-0,017733446;0,113053112
Pinarra_M_B90_od;0,050391031;-0,025119291;0,124667163
Pinarra_M_A31_od;0,019855185;-0,024479289;0,097583984
Pinarra_M_F68_od;0,042516547;-0,026068071;0,091195115
Pinarra_M_F86_od;-0,010382132;-0,019816784;0,136256736
Pinarra_M_F74_od;0,008350115;-0,020786324;0,169635504
Pinarra_M_B26_od;0,027166285;-0,017455544;0,070145987
Pinarra_M_F81_od;-0,034987545;-0,015318185;0,166476713
Pinarra_M_A26_od;-0,015924573;-0,017749719;0,178865048
Pinarra_M_F67_od;0,046367689;-0,025404105;0,08083232
Pinarra_M_A8_od;-0,007247457;-0,022510433;0,107583847
Pinarra_M_A34_od;0,028137624;-0,022087765;0,106919907
Pinarra_M_F76_od;0,020947586;-0,014842881;0,084752777
Pinarra_M_A97_od;0,032380306;-0,015304042;0,088388031
Pinarra_M_F82_od;0,030772666;-0,014466481;0,061130983
Pinarra_M_F71_od;0,008611759;-0,021952595;0,155372142
Pinarra_M_F78_od;0,040300559;-0,023628898;0,057187719
Pinarra_M_F75_od;0,02986289;-0,021170377;0,073857315
Pinarra_M_A69_od;0,000171157;-0,016052673;0,102606297
Pinarra_M_F69_od;-0,000546877;-0,027352393;0,173450539
Pinarra_M_A51_od;0,022601807;-0,021600785;0,064707578
Pinarra_M_A85_od;-0,003448519;-0,014572886;0,179367154
Pinarra_M_A15_od;0,049521611;-0,025655953;0,091721589
Pinarra_M_A76_od;-0,013084641;-0,012317146;0,112576172
Pinarra_M_F83_od;0,000580586;-0,018911976;0,140027957
Planoles_M_Pl61_od;0,102545758;-0,038018454;0,031889818
Planoles_M_Pl85_od;0,081409103;-0,032630647;0,020177036
Planoles_M_Pl16_od;0,076071299;-0,018618028;0,037527535
Planoles_M_Pl40_od;0,093204277;-0,03507343;0,003357541
Planoles_M_Pl77_od;0,055466469;-0,031048691;0,057038512
Planoles_M_Pl1_od;0,003195619;-0,017318373;0,180324767
Planoles_M_Pl22_od;0,053576869;-0,022770957;0,079934297
Planoles_M_Pl48_od;0,036133108;-0,027973155;0,122055307
Planoles_M_Pl47_od;0,056873151;-0,027950018;0,068681811
Planoles_M_Pl15_od;0,092345835;-0,031681426;0,026102944
Planoles_M_Pl12_od;0,049023757;-0,02689194;0,107592329
Planoles_M_Pl49_od;0,064654024;-0,032867023;0,099720334
Planoles_M_Pl53_od;0,047652239;-0,03026334;0,047743774
Planoles_M_Pl9_od;0,030735639;-0,021359472;0,080068192
Planoles_M_Pl63_od;0,031652747;-0,019683874;0,123759961
Planoles_M_Pl75_od;0,018312552;-0,022083553;0,117930617
Planoles_M_Pl67_od;0,041673325;-0,025248152;0,093615903
Planoles_M_Pl81_od;0,011578262;-0,018820307;0,124983502
Planoles_M_Pl90_od;0,01667717;-0,027006411;0,128372678
Planoles_M_Pl34_od;0,002283136;-0,016519408;0,17374137
Planoles_M_Pl87_od;0,024772352;-0,018156807;0,150003131
Planoles_M_Pl59_od;0,04561966;-0,022749948;0,080073684
Planoles_M_Pl45_od;0,002985705;-0,016016696;0,154532563
Planoles_M_Pl36_od;0,067052639;-0,025502901;0,05839848
Planoles_M_Pl88_od;0,052458663;-0,030147893;0,070714892
Portalet_M_A14_od;0,030764192;-0,021170985;0,1483919
Portalet_M_A20_od;0,046509763;-0,021505075;0,064466226
Portalet_M_A26_od;0,048329599;-0,025262879;0,088385002
Portalet_M_A3_od;0,023147076;-0,013490107;0,132167481
Portalet_M_A33_od;0,010481026;-0,017040453;0,097906984
Portalet_M_A36_od;0,009954575;-0,017112085;0,128024662
Portalet_M_A39_od;-0,021974528;-0,015292774;0,196456753
Portalet_M_A41_od;-0,045594999;-0,01464699;0,158470712
Portalet_M_A42_od;0,036676056;-0,021643385;0,100881049
Portalet_M_A48_od;0,003494534;-0,016621158;0,161477069
Portalet_M_A49_od;0,059705106;-0,014869601;0,041391002
Portalet_M_A55_od;-0,017480812;-0,012691199;0,193862598
Portalet_M_A68_od;0,034058476;-0,015624479;0,172920777
Portalet_M_A69_od;-0,032041111;-0,014860612;0,100544404
Portalet_M_A71_od;0,055606468;-0,020578723;0,083299224
Portalet_M_A76_od;-0,001186374;-0,016081137;0,108337762
Portalet_M_A77_od;-0,011418289;-0,016740014;0,098754158
Portalet_M_A85_od;0,016873526;-0,015229239;0,112935192
Quanca_M_D14_od;0,051118621;-0,026279979;0,039196829
Quanca_M_D23_od;0,011832198;-0,022135598;0,106851782
Quanca_M_D24_od;0,040288413;-0,023267544;0,043422525
Quanca_M_D28_od;0,038207809;-0,018184601;0,077902649
Quanca_M_D29_od;0,021674442;-0,022477156;0,0682088
Quanca_M_D30_od;0,024227805;-0,019548663;0,062961643
Quanca_M_D33_od;0,0353342;-0,018438988;0,068309715
Quanca_M_D36_od;0,055102705;-0,015982541;0,055173103
Quanca_M_D4_od;0,001117888;-0,016213831;0,128397836
Quanca_M_E10_od;-0,005976457;-0,013485776;0,111025824
Quanca_M_E12_od;0,028828527;-0,025058384;0,087310888
Quanca_M_E18_od;-0,015916356;-0,016868975;0,10794361
Quanca_M_E19_od;0,010631649;-0,014410857;0,057319856
Quanca_M_E25_od;0,046232272;-0,018390033;0,072180627
Quanca_M_E31_od;0,017271794;-0,0181929;0,089417589
Quanca_M_E39_od;0,049985529;-0,02340064;0,07633445
Quanca_M_E40_od;0,006118281;-0,017410813;0,07144669
Quanca_M_E43_od;0,069728463;-0,027756633;0,017904286
Quanca_M_E46_od;0,004313739;-0,012787162;0,109410421
Quanca_M_E48_od;0,03483249;-0,023843838;0,065652629
Quanca_M_E54_od;0,008796212;-0,018150336;0,064825925
Quanca_M_E63_od;0,030325489;-0,022185375;0,115878055
Quanca_M_E72_od;0,0011379;-0,021502343;0,133208431
Quanca_M_E87_od;0,040317612;-0,024667308;0,082092378
Quanca_M_E9_od;0,043814029;-0,027953765;0,05479079
Quanca_M_E94_od;0,017813658;-0,016744098;0,141332337
Quanca_M_E97_od;0,029599376;-0,02853399;0,054164482
Quanca_M_E102_oe;0,040034636;-0,023355917;0,029418978
Rasos_51_od;0,069463802;-0,023410815;0,000900602
Rasos_M_D7_od;-0,012860243;-0,018437775;0,1367267
Rasos_M_E19_od;0,045186707;-0,02819714;0,054906338
Rasos_M_E89_od;-0,013172817;-0,020541666;0,179459569
Rasos_M_2W_od;0,016579463;-0,019729061;0,07413136
Rasos_M_10O_od;0,053378877;-0,033679716;0,05642885
Rasos_M_1w_od;0,049862421;-0,019045587;0,048068367
Rasos_M_40_od;0,071845687;-0,019922512;0,027081488
Rasos_M_43_od;0,039803502;-0,035767368;0,017034898
Rasos_M_5_od;0,051267604;-0,02488754;0,091759015
Rasos_M_52_od;0,075201522;-0,041979081;0,090588432
Rasos_M_A20_od;0,035429046;-0,020902971;0,090749623
Rasos_M_A26_od;0,006233391;-0,022755506;0,093120479
Rasos_M_A33_od;0,048867436;-0,023374703;0,112873304
Rasos_M_A75_od;0,018133687;-0,02380839;0,060928207
Rasos_M_A77_od;0,031081443;-0,02677862;0,121946744
Rasos_M_A84_od;0,068493173;-0,030632734;0,041624058
Rasos_M_B5_od;0,043625125;-0,027812582;0,096446488
Rasos_M_B6_od;0,032675932;-0,022790797;0,133151768
Rasos_M_B99_od;0,051203295;-0,03274478;0,05329293
Rasos_M_C100_od;0,062843995;-0,029155219;0,065951095
Rasos_M_C76_od;0,01619095;-0,01916056;0,139390935
Rasos_M_C99_od;0,068580899;-0,023374159;0,060069595
Sallent_M_E27_od;0,009661267;-0,011321671;0,137075684
Sallent_M_E30_od;0,039311389;-0,01240012;0,075343036
Sallent_M_E31_od;0,067867923;-0,029852582;0,069181105
Sallent_M_E32_od;0,01825847;-0,019403786;0,098777819
Sallent_M_E33_od;0,010658654;-0,02144757;0,119364275
Sallent_M_E34_od_menut;0,067234093;-0,02468292;0,034988568
Sallent_M_E39_od;-0,021721582;-0,014295075;0,22279651
Sallent_M_E40_od;0,015223424;-0,017183924;0,111875781
Sallent_M_E44_od;0,034131871;-0,019247712;0,089069383
Sallent_M_E45_od;0,001259437;-0,013694043;0,073642044
Sallent_M_E46_od;0,046724534;-0,02818185;0,100028065
Sallent_M_E51_od;0,024596904;-0,020570658;0,112727131
Sallent_M_E54_od;-0,019096581;-0,016170032;0,080885141
Sallent_M_E55_od;-0,001515994;-0,013706514;0,124629609
Sallent_M_E57_od;-0,002988112;-0,016453722;0,215155021
Sallent_M_E61_od;0,050590405;-0,029643195;0,110055175
Sallent_M_E65_od;0,040740744;-0,022601644;0,081556831
Sallent_M_E66_od;0,014393416;-0,018329697;0,113184738
Sallent_M_E68_od;0,0099848;-0,013189653;0,129358451
Sallent_M_E71_od_mud;0,039898714;-0,014109738;0,084256086
Sallent_M_E72_od;0,031413761;-0,020748485;0,09586234
Sallent_M_E78_od;0,074371164;-0,033330478;0,079342953
Sallent_M_E79_od;0,013217646;-0,012588135;0,144237913
Sallent_M_E87_od;0,013506769;-0,013912607;0,12071734
Sallent_M_E94_od;0,03101169;-0,019850503;0,164765235
SantaFe_M_A14_od;0,071635574;-0,028550159;0,064143376
SantaFe_M_A16_od;0,061943456;-0,019751424;0,026673666
SantaFe_M_A26_od;0,057546599;-0,022711316;0,050186259
SantaFe_M_A3_od;0,052990402;-0,022527609;0,039284425
SantaFe_M_A32_od;0,082447276;-0,03219218;0,111775244
SantaFe_M_A36_od;0,066009678;-0,031653358;0,052420339
SantaFe_M_A38_od;0,056180776;-0,028773305;0,073024586
SantaFe_M_A40_od;0,082610999;-0,030002537;0,045132704
SantaFe_M_A41_od;0,073727773;-0,026065011;0,097413826
SantaFe_M_A5_od;0,08292754;-0,027458553;-0,001757559
SantaFe_M_A55_od;0,074556127;-0,02203525;0,04550833
SantaFe_M_A74_od;0,097660433;-0,033671536;0,05907644
SantaFe_M_A76_od;0,053520805;-0,03328122;0,060777032
SantaFe_M_A78_od;0,103501138;-0,041377734;0,012052463
SantaFe_M_A79_od;0,07667422;-0,037201793;0,015876362
SantaFe_M_A84_od;0,089650052;-0,034108418;0,049876279
SantaFe_M_A87_od;0,06599274;-0,023365906;0,056291095
SantaFe_M_A97_od;0,087600145;-0,032991;0,030337184
Setcases_M_A5_od;0,082284645;-0,030292179;0,017565819
Setcases_M_A98_od;0,094490489;-0,032282256;0,049490874
Setcases_M_A51_od;0,03290617;-0,025226003;0,035535365
Setcases_M_D29_od;0,050493512;-0,015873763;0,03250708
Setcases_M_E34_od;0,039914703;-0,022883224;0,105827271
Setcases_M_B93_od;0,094658672;-0,032600798;-0,000452718
Setcases_M_E55_od;0,060829651;-0,022331038;0,026967961
Setcases_M_E33_od;0,046405679;-0,028994569;0,097404007
Setcases_M_E76_od;0,002573921;-0,023508548;0,11890116
Setcases_M_D1_od;-0,014397929;-0,012475148;0,139822311
Setcases_M_E87_od;-0,014738181;-0,013986615;0,07540806
Setcases_M_E62_od;0,052897424;-0,023606319;0,093696804
Setcases_M_A32_od;0,038438711;-0,018420146;0,045455318
Setcases_M_E40_od;0,064957738;-0,028063142;0,0625464
Setcases_M_E67_od;0,086604491;-0,02997114;0,074491247
Setcases_M_E85_od;0,032654789;-0,01709278;0,095204472
Setcases_M_B12_od;0,016125801;-0,015608746;0,099170248
Setcases_M_E92_od;0,108949462;-0,031293562;0,048691358
Setcases_M_D28_od;0,069974204;-0,030669109;0,022850721
Setcases_M_E77_od;0,066071119;-0,027387267;0,091019366
Setcases_M_A82_od;0,007842844;-0,01870819;0,089109002
Setcases_M_E82_od;0,027395888;-0,020043;0,078559587
Bazerque_M_A37_oe;0,049707779;-0,017675823;0,121696109
Bazerque_M_D55_oe;0,027241762;-0,017274141;0,116679969
Bazerque_M_A41_oe;0,058108376;-0,017670575;0,084152988
Bazerque_M_E15_oe;0,042014189;-0,025252123;0,113853591
Bazerque_M_A38_oe;0,071737568;-0,030054377;0,026020421
Bazerque_M_B1_oe;0,042857982;-0,02503022;0,085169946
Bazerque_M_D18_oe;0,033623738;-0,020990085;0,067905078
Bazerque_M_A77_oe;0,065433187;-0,027875465;0,096071086
Bazerque_M_D6_oe;0,044207308;-0,019067877;0,038290179
Bazerque_M_E26_oe;0,029632819;-0,01730949;0,052830257
Bazerque_M_E21_oe;0,026891281;-0,016561208;0,122866886
Bazerque_M_E1_oe;0,047123656;-0,033640344;0,055619305
Bazerque_M_E48_oe;0,019815689;-0,016304901;0,17038338
Bazerque_M_D9_oe;0,031652763;-0,013889178;0,060688341
Bazerque_M_C31_oe;0,056858184;-0,027387424;0,091595471
Bazerque_M_D14_oe;0,019830864;-0,012040535;0,148238166
Bazerque_M_E2_oe;0,025689247;-0,017292525;0,103229334
Bazerque_M_A73_oe;0,037364265;-0,021163449;0,032526187
Bazerque_M_A45_oe;0,031986005;-0,019117714;0,120476804
Bazerque_M_D16_oe;0,043508892;-0,016927652;0,088715179
Bazerque_M_D32_oe;0,060474473;-0,017917261;0,087579216
Bazerque_M_E88_oe;0,016848392;-0,01670563;0,130442222
Bazerque_M_E45_oe;0,033417618;-0,014974832;0,099389247
Bazerque_M_C48_oe;0,011289506;-0,014893479;0,180946783
Bazerque_M_E89_oe;0,023079189;-0,012588896;0,110962218
Bazerque_M_C96_oe;0,020911311;-0,013906552;0,133344418
Bazerque_M_B26_oe;0,036865479;-0,022512838;0,117021519
Bazerque_M_A36_oe;0,0071968;-0,016593663;0,110891617
Bazerque_M_D8_oe;0,057738746;-0,0197793;0,014810445
Bazerque_M_A98_oe;0,026803718;-0,021740432;0,090234872
Bazerque_M_C48_oe_2a;0,065774912;-0,022091569;0,073033581
Bazerque_M_E63_oe;0,016494819;-0,021913644;0,067386704
Agudes_M_E36_oe;0,051255725;-0,034279903;0,072765313
Agudes_M_E37_oe;0,024359976;-0,023218213;0,107961307
Agudes_M_E39_oe;0,050462615;-0,029731619;0,114974979
Agudes_M_E44_oe;0,064147977;-0,033539858;0,074498564
Agudes_M_E45_oe;0,034779401;-0,016117803;0,079055763
Agudes_M_E49_oe;0,047979798;-0,029528175;0,05807604
Agudes_M_E50_oe;0,03468515;-0,030796518;0,047589151
Agudes_M_E52_oe;0,019703759;-0,024736368;0,061160663
Agudes_M_E54_oe;0,030126603;-0,014748476;0,052923503
Agudes_M_E55_oe;0,071515017;-0,033704357;0,036696953
Agudes_M_E56_oe;0,050215674;-0,027926112;0,055643227
Agudes_M_E59_oe;0,04585404;-0,030482803;0,052721216
Agudes_M_E61_oe;0,043884303;-0,032185689;0,066703419
Agudes_M_E65_oe;0,067657921;-0,029537522;0,042569034
Agudes_M_E71_oe;0,041462343;-0,026771099;0,021578753
Agudes_M_E72_oe;0,074712242;-0,026639874;0,023876584
Agudes_M_E73_oe;0,047318013;-0,02666687;0,017109835
Agudes_M_E74_oe;0,091187066;-0,033357135;0,025575971
Agudes_M_E76_oe;0,044325082;-0,027150182;0,068973609
Agudes_M_E78_oe;0,052827489;-0,027395822;0,04399085
Agudes_M_E81_oe;0,023545567;-0,016104935;0,091668943
Agudes_M_E90_oe;0,043751812;-0,01940505;0,030012303
Avet_M_A15_oe;0,010918425;-0,023737091;0,078065613
Avet_M_A19_oe;0,06635995;-0,030756758;0,026019596
Avet_M_A25_oe;0,058101427;-0,0216052;-0,012911025
Avet_M_A28_oe;0,037364676;-0,022623181;0,053594637
Avet_M_A34_oe;0,045668648;-0,032342067;0,053728398
Avet_M_A59_oe;0,029136231;-0,026431324;0,085190658
Avet_M_A6_oe;0,031310718;-0,024311277;0,062554235
Avet_M_A70_oe;0,058564759;-0,026603896;0,023000203
Avet_M_A85_oe;0,041141184;-0,023665404;0,029484596
Avet_M_B7_oe;0,018940899;-0,018559017;-0,002969531
Avet_M_B80_oe;0,052963128;-0,028078688;0,030441547
Avet_M_B92_oe;0,070422641;-0,019962295;0,019171581
Avet_M_E20_oe;0,003959501;-0,021184993;0,06051778
Avet_M_P33_oe;0,06279523;-0,033398141;0,034368691
Avet_M_P34_oe;0,008084925;-0,020087845;0,130743791
Avet_M_P35_oe;0,032933303;-0,028202464;0,066258764
Avet_M_P37_oe;0,043660214;-0,017352935;0,009539661
P38_oe;0,028886366;-0,019437466;0,102967008
Avet_M_P40_oe;0,059117543;-0,024417873;0,040419877
Avet_M_PN10_oe;0,009116399;-0,018822908;0,101753936
Avet_M_PN12_oe;0,027520152;-0,022683202;0,102877521
Avet_M_PN15_oe,,,852;0,015051754;-0,01890899;0,143353169
Avet_M_PN15_oe,,,853;0,030682735;-0,020097909;0,094293361
Avet_M_PN21_oe;0,046344838;-0,025081605;0,044753774
Avet_M_PN6_oe;0,030147712;-0,017752769;0,09195108
Avet_M_PN8_oe;0,018545079;-0,016311061;0,056764673
Panticosa_M_F20_oe;0,013648525;-0,022640962;0,081628057
Panticosa_M_F21_oe;0,042443201;-0,019948368;0,109991152
Panticosa_M_F23_oe;0,006383361;-0,015454978;0,1160707
Panticosa_M_F29_oe;-0,001945837;-0,018367616;0,129431272
Panticosa_M_F32_oe;-0,012132482;-0,01502468;0,113072483
Panticosa_M_F33_oe;0,058267803;-0,02448209;0,056520938
Panticosa_M_F36_oe;0,045727188;-0,021243839;0,042260868
Panticosa_M_F38_oe;0,026853641;-0,017856951;0,050934941
Panticosa_M_F39_oe;0,001097105;-0,017544446;0,137956793
Panticosa_M_F42_oe;0,01579063;-0,017996749;0,142244675
Panticosa_M_F45_oe;0,021237776;-0,020744943;0,091501959
Panticosa_M_F46_oe;0,02116713;-0,018818227;0,075834936
Panticosa_M_F49_oe;0,024780933;-0,020679208;0,087205464
Panticosa_M_F50_oe;0,014444906;-0,016943881;0,08596458
Panticosa_M_F51_oe;0,00978767;-0,019761384;0,110166471
Panticosa_M_F54_oe;0,035969768;-0,025950609;0,055084863
Panticosa_M_F55_oe;-0,002518188;-0,016750606;0,105272381
Panticosa_M_F56_oe;0,04269381;-0,017457043;0,059906443
Panticosa_M_F57_oe;0,000639701;-0,017132176;0,125952729
Panticosa_M_F58_oe;0,025920998;-0,025538092;0,075419969
Panticosa_M_F68_oe;0,00142747;-0,017490943;0,119972201
Panticosa_M_F69_oe;0,024874759;-0,022756066;0,068374927
Panticosa_M_F70_oe;-0,004283348;-0,017721242;0,147730655
Panticosa_M_F78_oe;-0,001589618;-0,016372761;0,113596637
Panticosa_M_F81_oe;0,019929115;-0,020845888;0,130608214
Panticosa_M_F83_oe;-0,015005709;-0,016794697;0,146052746
Panticosa_M_F86_oe;0,056615173;-0,027097172;0,068792927
