"";"u";"s";"m";"l";"u,r";"s,r";"m,r";"l,r";"x";"y";"z";"h,theta";"h,phi";"r,vec";"r,max";"r,achieved";"lum"
"Ll92_M_vg";0,0840575220077104;0,181748418553784;0,260015827468683;0,474178231969822;-0,16594247799229;-0,0682515814462155;0,010015827468683;0,224178231969822;0,179075957111646;-0,0480461364541734;-0,16594247799229;-0,26212696476789;-0,730049097565882;0,24882430678261;0,374865299399367;0,663769911969158;30,5329632397708
"Ll95_M_vg";0,103291141078785;0,192205732302107;0,262493331057949;0,442009795561159;-0,146708858921215;-0,0577942676978934;0,0124933310579491;0,192009795561159;0,152973122664653;-0,0386182358356394;-0,146708858921215;-0,247284263879072;-0,749078295099992;0,215442878004349;0,367126565478989;0,586835435684861;40,4864937841599
"Me63_F_vbgrnc";0,110191981866638;0,19686047273164;0,255829007993236;0,437118537408486;-0,139808018133362;-0,0531395272683604;0,0058290079932361;0,187118537408486;0,147127416261718;-0,0432470022237642;-0,139808018133362;-0,285890242289376;-0,739231622787477;0,207516413210063;0,371073876843234;0,559232072533447;31,4832387934544
"Penyagolosa_E47_Pmuralis_F_vgrnc";0,11469343489834;0,186714403271171;0,244023641361196;0,454568520469294;-0,13530656510166;-0,0632855967288291;-0,00597635863880443;0,204568520469294;0,164026478159761;-0,0541769804416736;-0,13530656510166;-0,319012768519344;-0,664466430304261;0,219425835550151;0,40542348293538;0,541226260406641;28,27466437125
"Penyagolosa_E69_Pmuralis_M_vg";0,0901820777341354;0,183960090910397;0,257489147880931;0,468368683474536;-0,159817922265865;-0,0660399090896029;0,00748914788093133;0,218368683474536;0,174163982561315;-0,0485607274167956;-0,159817922265865;-0,271915890235636;-0,723856150146526;0,24131515772169;0,377484505962121;0,639271689063459;35,7232676421142
"Pinarra_M_A76_vg";0,123332528326467;0,17621793621989;0,244367686615573;0,45608184883807;-0,126667471673533;-0,0737820637801105;-0,00563231338442681;0,206081848838071;0,17138094583335;-0,0507576845698991;-0,126667471673533;-0,287938212281162;-0,616521924706477;0,219071722314398;0,432375651420245;0,506669886694133;18,6110037138707
"Planoles_M_Pl45_vg";0,089013084921394;0,170777276566873;0,25696174406709;0,483247894444643;-0,160986915078606;-0,0792227234331272;0,00696174406709034;0,233247894444643;0,19134839335318;-0,0495334250091054;-0,160986915078606;-0,253304746201251;-0,683509022222705;0,254920683073191;0,39587174359593;0,643947660314424;35,1928032638623
"Planoles_M_Pl49_vg";0,0821517371152481;0,175946342608761;0,256953580152991;0,484948340123;-0,167848262884752;-0,0740536573912388;0,00695358015299098;0,234948340123;0,18922430585266;-0,051967936928539;-0,167848262884752;-0,268028412643811;-0,707598586807327;0,258223824902851;0,384609021959544;0,671393051539008;40,1864741707493
"Planoles_M_Pl63_vg";0,105018370019286;0,142080885909971;0,244595761090774;0,50830498297997;-0,144981629980714;-0,107919114090029;-0,00540423890922599;0,25830498297997;0,224265542333248;-0,0569908078232198;-0,144981629980714;-0,248854412727027;-0,559719311379027;0,27306163898694;0,470855581881759;0,579926519922857;30,3891139127757
"Planoles_M_Pl81_vgrnc";0,095955262364645;0,198596382587558;0,264413272198559;0,441035082849238;-0,154044737635355;-0,0514036174124416;0,0144132721985591;0,191035082849238;0,148462777386167;-0,039175455527998;-0,154044737635355;-0,25799325050769;-0,787024488551258;0,217498721325405;0,352979797726447;0,61617895054142;28,099596224887
