;x;y;z
H92_M_lm;0,121582877;-0,038140286;-0,134441587
H92_M_oceld;0,034753081;-0,013304561;0,060369638
H92_M_od;0,015673825;-0,012541941;0,070264372
H5_M_gbverdos;0,128950972;-0,023170511;-0,098877118
H5_M_glatgv;0,241870684;-0,042392622;-0,159218943
H5_M_vgt_g;0,189041712;-0,040778886;-0,109531369
H5_M_vgt_t;0,280749646;-0,097582909;-0,171920361
H5_M_ocele;0,092948953;-0,023662944;-0,014993732
H5_M_oe;0,083051865;-0,020514509;0,018287863
H5_M_dv;0,226128869;-0,018494785;-0,158092552
H5_M_dldvg;0,231192109;-0,047956819;-0,193872423
H5_M_lm;0,145026699;-0,043940481;-0,141876345
H5_M_oceld_v;0,109738058;-0,030713114;-0,046837353
H5_M_od;0,077502982;-0,021400321;-0,004265492
H36_M_gg;0,16837042;-0,038746111;-0,100826714
H36_M_glatv;0,232462542;-0,031526785;-0,150078444
H36_M_vgatrnj;0,193880512;-0,044574409;-0,152062827
H36_M_ocdele;0,107777193;-0,024296603;0,022314984
H36_M_oe;0,087256902;-0,010314085;0,044397436
H36_M_dv;0,195099616;-0,010401454;-0,169450918
H36_M_dldg;0,194768838;-0,042868587;-0,189349352
H36_M_lm;0,179319552;-0,053159611;-0,149664239
H36_M_oceld;0,117578468;-0,02872133;0,011025924
H36_M_od;0,08832466;-0,021396922;0,062056943
H89_F_gbuv;0,097299076;-0,028684759;-0,078261636
H89_F_glatv;0,257415288;-0,055872529;-0,171905621
H89_F_vbuv;0,101275327;-0,032918102;-0,101240261
H89_F_dv;0,21689828;-0,039516683;-0,152816308
H89_F_dldm;0,166287402;-0,04038336;-0,179396061
H89_F_lm;0,157113917;-0,052828406;-0,112711455
G63_M_gg;0,154035563;-0,041466049;-0,097637554
G63_M_glatg;0,216510699;-0,052965715;-0,113604566
G63_M_vgatrnj;0,17170319;-0,045696507;-0,125524983
G63_M_ocele;0,073487566;-0,027665258;0,007529912
G63_M_oe;0,062417622;-0,013837618;0,045239567
G63_M_dv;0,193065565;-0,023112237;-0,152057137
G63_M_dldg;0,16842623;-0,04178068;-0,182967324
G63_M_lm;0,179949397;-0,056683691;-0,12235101
G63_M_oceld;0,079747958;-0,026024625;0,018596912
G63_M_od;0,059221489;-0,013975122;0,018164877
H91_F_ggrnc;0,138906976;-0,031936305;-0,09549176
H91_F_glatgv;0,227093997;-0,029256694;-0,169971916
H91_F_vgrnc;0,150463301;-0,037814273;-0,106156679
H91_F_dv;0,20606401;-0,025679503;-0,157409429
H91_F_dldg;0,148024604;-0,036278953;-0,175168683
H91_F_lm;0,203549337;-0,066860655;-0,143050895
H91_F_od;0,052495051;-0,006757262;-0,073052483
